model,train-dataset,test-settings,test-hash,test-size,n_samples,#matches,match_percentage
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,1000000,4971,2.40%
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,2500000,11056,5.34%
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,5000000,19007,9.18%
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,7500000,25342,12.24%
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,10000000,30354,14.66%
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,25000000,48549,23.45%
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,50000000,61677,29.79%
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,75000000,68312,32.99%
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,100000000,72591,35.06%
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,250000000,84338,40.73%
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,500000000,91669,44.28%
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,1000000,2022,0.20%
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,2500000,5221,0.52%
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,5000000,10371,1.04%
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,7500000,15296,1.53%
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,10000000,19977,2.00%
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,25000000,46410,4.65%
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,50000000,82302,8.24%
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,75000000,111241,11.14%
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,100000000,134640,13.49%
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,250000000,219812,22.02%
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,500000000,285546,28.60%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,1000000,152170,44.68%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,2500000,196107,57.58%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,5000000,223700,65.68%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,7500000,237062,69.60%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,10000000,245254,72.01%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,25000000,265733,78.02%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,50000000,279830,82.16%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,75000000,287289,84.35%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,100000000,291956,85.72%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,250000000,303432,89.09%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,500000000,310271,91.10%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,1000000,35445,49.51%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,2500000,42000,58.66%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,5000000,46436,64.86%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,7500000,48721,68.05%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,10000000,50154,70.05%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,25000000,53707,75.01%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,50000000,55933,78.12%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,75000000,57084,79.73%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,100000000,57937,80.92%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,250000000,60183,84.06%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,500000000,61687,86.16%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,1000000,59857,28.91%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,2500000,71926,34.74%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,5000000,79441,38.37%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,7500000,83445,40.30%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,10000000,86180,41.62%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,25000000,94141,45.47%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,50000000,99879,48.24%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,75000000,103230,49.86%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,100000000,105065,50.75%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,250000000,109237,52.76%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,500000000,116529,56.28%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,1000000,1607,21.62%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,2500000,2058,27.69%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,5000000,2409,32.41%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,7500000,2616,35.19%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,10000000,2764,37.19%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,25000000,3226,43.40%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,50000000,3643,49.01%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,75000000,3892,52.36%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,100000000,4053,54.53%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,250000000,4558,61.32%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,500000000,4902,65.95%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,1000000,17330,1.74%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,2500000,38056,3.81%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,5000000,63122,6.32%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,7500000,80849,8.10%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,10000000,94649,9.48%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,25000000,143912,14.41%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,50000000,188900,18.92%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,75000000,217406,21.78%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,100000000,238311,23.87%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,250000000,307686,30.82%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,500000000,362900,36.35%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,1000000,59857,28.91%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,2500000,71926,34.74%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,5000000,79441,38.37%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,7500000,83445,40.30%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,10000000,86180,41.62%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,25000000,94141,45.47%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,50000000,99879,48.24%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,75000000,103230,49.86%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,100000000,105065,50.75%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,250000000,109237,52.76%
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,500000000,116529,56.28%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,1000000,152170,44.68%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,2500000,196107,57.58%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,5000000,223700,65.68%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,7500000,237062,69.60%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,10000000,245254,72.01%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,25000000,265733,78.02%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,50000000,279830,82.16%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,75000000,287289,84.35%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,100000000,291956,85.72%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,250000000,303432,89.09%
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,500000000,310271,91.10%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,1000000,35445,49.51%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,2500000,42000,58.66%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,5000000,46436,64.86%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,7500000,48721,68.05%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,10000000,50154,70.05%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,25000000,53707,75.01%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,50000000,55933,78.12%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,75000000,57084,79.73%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,100000000,57937,80.92%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,250000000,60183,84.06%
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,500000000,61687,86.16%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,1000000,1607,21.62%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,2500000,2058,27.69%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,5000000,2409,32.41%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,7500000,2616,35.19%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,10000000,2764,37.19%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,25000000,3226,43.40%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,50000000,3643,49.01%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,75000000,3892,52.36%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,100000000,4053,54.53%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,250000000,4558,61.32%
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,500000000,4902,65.95%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,1000000,17330,1.74%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,2500000,38056,3.81%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,5000000,63122,6.32%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,7500000,80849,8.10%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,10000000,94649,9.48%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,25000000,143912,14.41%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,50000000,188900,18.92%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,75000000,217406,21.78%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,100000000,238311,23.87%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,250000000,307686,30.82%
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,500000000,362900,36.35%
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,1000000,25524,20.97%
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,2500000,31101,25.55%
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,5000000,36065,29.63%
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,7500000,39227,32.22%
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,10000000,41634,34.20%
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,25000000,49453,40.63%
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,50000000,54888,45.09%
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,75000000,58072,47.71%
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,100000000,60304,49.54%
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,250000000,67033,55.07%
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,500000000,72021,59.16%
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,1000000,32981,66.17%
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,2500000,36708,73.65%
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,5000000,38419,77.08%
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,7500000,39190,78.63%
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,10000000,39707,79.66%
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,25000000,41002,82.26%
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,50000000,41919,84.10%
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,75000000,42388,85.04%
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,100000000,42733,85.73%
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,250000000,43644,87.56%
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,500000000,44281,88.84%
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,1000000,6213,65.66%
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,2500000,6677,70.57%
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,5000000,6962,73.58%
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,7500000,7124,75.29%
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,10000000,7238,76.50%
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,25000000,7546,79.75%
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,50000000,7758,81.99%
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,75000000,7860,83.07%
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,100000000,7935,83.86%
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,250000000,8126,85.88%
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,500000000,8276,87.47%
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,1000000,112,3.01%
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,2500000,185,4.98%
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,5000000,250,6.73%
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,7500000,275,7.40%
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,10000000,298,8.02%
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,25000000,405,10.90%
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,50000000,495,13.32%
