model,train-dataset,test-settings,test-hash,test-size,#gen,#matches,match_percentage
passflow,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,10000000,171353,5.03%,9775125
passflow,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,25000000,254146,7.46%,24137030
passflow,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,50000000,323453,9.50%,47624588
passflow,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,75000000,367446,10.79%,70954156
passflow,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,100000000,400177,11.75%,93848588
passflow,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,250000000,520079,15.27%,230143212
passflow,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,500000000,629311,18.48%,454218788
passgan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,1000000,5263,6.32%,891912
passgan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,2500000,7444,8.93%,2103002
passgan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,5000000,9150,10.98%,3974971
passgan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,7500000,10185,12.22%,5734864
passgan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,10000000,10936,13.12%,7416599
passgan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,25000000,13251,15.90%,16513944
passgan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,50000000,15110,18.13%,29613364
passgan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,75000000,16173,19.41%,41293302
passgan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,100000000,16954,20.35%,52051206
passgan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,250000000,19347,23.22%,106185372
passgan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,500000000,21102,25.32%,177439252
passgan,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,1000000,6006,0.84%,944716
passgan,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,2500000,10914,1.52%,2272004
passgan,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,5000000,16334,2.28%,4364964
passgan,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,7500000,20157,2.82%,6364606
passgan,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,10000000,23277,3.25%,8299915
passgan,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,25000000,34675,4.84%,19080717
passgan,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,50000000,44556,6.22%,35323029
passgan,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,75000000,50877,7.11%,50354888
passgan,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,100000000,55639,7.77%,64591824
passgan,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,250000000,71306,9.96%,140603473
passgan,gmail,all-12-100-80,ab1ab8c94f967be004af88422704689b,715941,500000000,84098,11.75%,249281750
passgpt,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,1000000,9674,11.61%,929179
passgpt,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,2500000,13171,15.81%,2230891
passgpt,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,5000000,15795,18.95%,4321429
passgpt,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,7500000,17500,21.00%,6358612
passgpt,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,10000000,18733,22.48%,8358454
passgpt,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,25000000,22808,27.37%,19889259
passgpt,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,50000000,26041,31.25%,38109869
passgpt,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,75000000,27904,33.49%,55615104
passgpt,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,100000000,29254,35.11%,72633177
passgpt,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,250000000,33760,40.51%,168971023
passgpt,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,500000000,37214,44.66%,317851434
plr-gan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,1000000,12002,0.22%,997992
plr-gan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,2500000,28737,0.53%,2482348
plr-gan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,5000000,54387,1.01%,4937491
plr-gan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,7500000,77842,1.44%,7369701
plr-gan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,10000000,99706,1.84%,9780932
plr-gan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,25000000,205719,3.81%,23940141
plr-gan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,50000000,331466,6.13%,46698337
plr-gan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,75000000,426114,7.88%,68734007
plr-gan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,100000000,502663,9.30%,90223027
plr-gan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,250000000,763883,14.14%,205921633
plr-gan,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,500000000,990258,18.32%,372926539
passgpt,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,1000000,20161,6.57%,972610
passgpt,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,2500000,37985,12.38%,2360454
passgpt,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,5000000,54803,17.87%,4571892
passgpt,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,7500000,65115,21.23%,6702272
passgpt,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,10000000,72461,23.62%,8777586
passgpt,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,25000000,95112,31.01%,20532349
passgpt,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,50000000,110688,36.08%,38707197
passgpt,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,75000000,119167,38.85%,55912909
passgpt,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,100000000,125183,40.81%,72480013
passgpt,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,250000000,144037,46.96%,164335697
passgpt,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,500000000,157558,51.36%,302993265
plr-gan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,1000000,11229,2.55%,979417
plr-gan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,2500000,21610,4.91%,2397568
plr-gan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,5000000,33166,7.53%,4689716
plr-gan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,7500000,41274,9.37%,6921601
plr-gan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,10000000,47337,10.75%,9070069
plr-gan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,25000000,64789,14.71%,20311197
plr-gan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,50000000,78748,17.88%,36672961
plr-gan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,75000000,87304,19.83%,51589549
plr-gan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,100000000,93687,21.28%,65604645
plr-gan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,250000000,115127,26.14%,139113124
plr-gan,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,500000000,132848,30.17%,241861215
passgpt,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,1000000,4217,7.73%,936922
passgpt,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,2500000,6940,12.72%,2237651
passgpt,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,5000000,9273,17.00%,4278724
passgpt,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,7500000,10743,19.70%,6226312
passgpt,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,10000000,11824,21.68%,8108848
passgpt,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,25000000,15715,28.81%,18627546
passgpt,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,50000000,18781,34.43%,34548301
passgpt,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,75000000,20644,37.85%,49345681
passgpt,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,100000000,21931,40.21%,63413063
passgpt,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,250000000,26164,47.97%,139172203
passgpt,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,500000000,29478,54.05%,248608279
plr-gan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,1000000,7878,0.82%,993278
plr-gan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,2500000,16881,1.76%,2458051
plr-gan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,5000000,28307,2.96%,4860054
plr-gan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,7500000,37240,3.89%,7224436
plr-gan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,10000000,44669,4.67%,9556534
plr-gan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,25000000,74802,7.82%,23108971
plr-gan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,50000000,102752,10.74%,44453556
plr-gan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,75000000,118220,12.35%,63698569
plr-gan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,100000000,129084,13.49%,81741282
plr-gan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,250000000,165764,17.32%,178220374
plr-gan,taobao,all-10-100-80,dcfd24b28023880b260518fae4c7a90e,956992,500000000,196266,20.51%,317916051
passgan,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,1000000,2197,0.14%,986627
passgan,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,2500000,4104,0.26%,2428985
passgan,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,5000000,6310,0.40%,4775206
passgan,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,7500000,7967,0.50%,7066758
passgan,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,10000000,9340,0.59%,9313575
passgan,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,25000000,15021,0.95%,22185503
passgan,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,50000000,20683,1.31%,42160103
passgan,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,75000000,24669,1.56%,60964644
passgan,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,100000000,27810,1.76%,78933559
passgan,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,250000000,39345,2.49%,176099027
passgan,000webhost,all-10-100-80,e6f87c053dec2f78f6c0ca81309943e9,1581707,500000000,49566,3.13%,316004137
plr-gan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,1000000,20945,4.85%,972922
plr-gan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,2500000,35217,8.16%,2373585
plr-gan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,5000000,46504,10.78%,4631087
plr-gan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,7500000,52145,12.08%,6787132
plr-gan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,10000000,56021,12.98%,8880253
plr-gan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,25000000,67811,15.71%,20781734
plr-gan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,50000000,77426,17.94%,39313401
plr-gan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,75000000,83292,19.30%,56949244
plr-gan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,100000000,87714,20.33%,73994296
plr-gan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,250000000,101947,23.62%,169091726
plr-gan,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,500000000,113268,26.25%,313325444
plr-gan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,1000000,2246,3.02%,968697
plr-gan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,2500000,3875,5.21%,2363168
plr-gan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,5000000,5385,7.25%,4616209
plr-gan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,7500000,6417,8.63%,6811619
plr-gan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,10000000,7203,9.69%,8962520
plr-gan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,25000000,9117,12.27%,20002238
plr-gan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,50000000,10592,14.25%,35645419
plr-gan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,75000000,11532,15.52%,49929741
plr-gan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,100000000,12144,16.34%,63378723
plr-gan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,250000000,14484,19.49%,135095420
plr-gan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,500000000,16482,22.18%,238226946
passgan,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,1000000,6212,0.51%,977035
passgan,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,2500000,12489,1.03%,2381756
passgan,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,5000000,20099,1.65%,4632909
passgan,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,7500000,25961,2.13%,6802636
passgan,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,10000000,30819,2.53%,8910334
passgan,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,25000000,50451,4.14%,20749570
passgan,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,50000000,69424,5.70%,38701957
passgan,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,75000000,82122,6.75%,55350236
passgan,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,100000000,91457,7.51%,71123242
passgan,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,250000000,123163,10.12%,155187213
passgan,taobao,all-12-100-80,fa51c379cfcce49fc35ca14d65475db4,1217281,500000000,148040,12.16%,274501696
passgpt,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,1000000,4565,6.14%,945489
passgpt,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,2500000,7590,10.21%,2278420
passgpt,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,5000000,10363,13.94%,4396457
passgpt,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,7500000,12095,16.27%,6437692
passgpt,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,10000000,13330,17.94%,8427081
passgpt,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,25000000,17673,23.78%,19728224
passgpt,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,50000000,21129,28.43%,37258172
passgpt,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,75000000,23308,31.36%,53865238
passgpt,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,100000000,24766,33.32%,69867832
passgpt,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,250000000,29612,39.84%,158728192
passgpt,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,500000000,33312,44.82%,292622668
passgpt,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,1000000,30779,1.00%,997895
passgpt,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,2500000,74509,2.41%,2479631
passgpt,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,5000000,140972,4.56%,4921353
passgpt,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,7500000,201665,6.53%,7328446
passgpt,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,10000000,257371,8.33%,9702890
passgpt,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,25000000,511715,16.56%,23423983
passgpt,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,50000000,770887,24.95%,44838245
passgpt,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,75000000,932556,30.18%,65038483
passgpt,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,100000000,1046142,33.86%,84391590
passgpt,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,250000000,1382678,44.75%,190052337
passgpt,rockyou,all-10-100-80,c678ecd5cf679a482c07172301205318,3089240,500000000,1604659,51.94%,345455073
passgan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,1000000,6349,0.95%,929907
passgan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,2500000,11281,1.68%,2220697
passgan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,5000000,16552,2.47%,4238468
passgan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,7500000,20259,3.02%,6153711
passgan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,10000000,23275,3.47%,7996489
passgan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,25000000,34282,5.11%,18137758
passgan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,50000000,43961,6.55%,33121461
passgan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,75000000,50133,7.47%,46759713
passgan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,100000000,54780,8.16%,59509287
passgan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,250000000,70408,10.49%,125610138
passgan,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,500000000,83008,12.37%,215994072
passflow,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,1000000,14330,0.27%,986428
passflow,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,2500000,34013,0.63%,2477263
passflow,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,5000000,58985,1.09%,4951345
passflow,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,7500000,80630,1.49%,7432880
passflow,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,10000000,98697,1.83%,9909988
passflow,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,25000000,183596,3.40%,24718382
passflow,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,50000000,275743,5.10%,49214590
passflow,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,75000000,339781,6.29%,73519960
passflow,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,100000000,391145,7.24%,97701550
passflow,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,250000000,576619,10.67%,240462230
passflow,linkedin,all-8-100-80,f5b5eab91b2f41a51e02a98ab9f9099f,5404143,500000000,747038,13.82%,473665704
passgan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,1000000,22862,0.67%,958281
passgan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,2500000,45113,1.32%,2307033
passgan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,5000000,70378,2.07%,4435727
passgan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,7500000,89061,2.61%,6467809
passgan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,10000000,103907,3.05%,8432681
passgan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,25000000,160004,4.70%,19370914
passgan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,50000000,210880,6.19%,35876418
passgan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,75000000,243716,7.16%,51182913
passgan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,100000000,268742,7.89%,65709803
passgan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,250000000,353253,10.37%,143803733
passgan,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,500000000,422784,12.41%,256711454
plr-gan,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,1000000,17325,3.48%,975290
plr-gan,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,2500000,29798,5.98%,2387146
plr-gan,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,5000000,40470,8.12%,4684674
plr-gan,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,7500000,46750,9.38%,6939576
plr-gan,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,10000000,51297,10.29%,9157515
plr-gan,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,25000000,63239,12.69%,21617834
plr-gan,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,50000000,72241,14.49%,41046387
plr-gan,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,75000000,77736,15.60%,59614222
plr-gan,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,100000000,81780,16.41%,77627121
plr-gan,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,250000000,95470,19.15%,179083462
plr-gan,mailru,all-12-100-80,99e971b691c2c324cb343c058b380c96,498434,500000000,106290,21.32%,334729273
passgpt,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,1000000,3879,5.41%,951238
passgpt,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,2500000,6658,9.28%,2298094
passgpt,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,5000000,9209,12.84%,4441200
passgpt,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,7500000,10764,15.01%,6510192
passgpt,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,10000000,11938,16.64%,8529450
passgpt,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,25000000,16087,22.43%,19998583
passgpt,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,50000000,19375,27.01%,37802729
passgpt,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,75000000,21362,29.78%,54681658
passgpt,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,100000000,22797,31.78%,70949262
passgpt,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,250000000,27614,38.49%,161233379
passgpt,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,500000000,31390,43.76%,297152413
passgan,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,1000000,7143,0.07%,988555
passgan,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,2500000,16082,0.16%,2433675
passgan,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,5000000,28274,0.28%,4784111
passgan,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,7500000,38954,0.39%,7078864
passgan,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,10000000,48158,0.48%,9329263
passgan,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,25000000,89770,0.90%,22233922
passgan,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,50000000,136013,1.36%,42345371
passgan,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,75000000,169824,1.70%,61385630
passgan,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,100000000,197227,1.98%,79677295
passgan,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,250000000,303431,3.04%,180125038
passgan,linkedin,all-12-100-80,5d93bb15bbef9c422fbcbdd67e3da7f5,9983651,500000000,402492,4.03%,328596701
passgpt,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,1000000,20657,3.08%,986225
passgpt,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,2500000,41555,6.19%,2425063
passgpt,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,5000000,64473,9.61%,4760085
passgpt,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,7500000,80712,12.03%,7038576
passgpt,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,10000000,92693,13.81%,9274398
passgpt,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,25000000,133671,19.92%,22137399
passgpt,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,50000000,165646,24.68%,42408396
passgpt,gmail,all-10-100-80,f966063a95eb4687aa0ef3b501988d0f,671173,75000000,184225,27.45%,61847946
