model,train-dataset,test-settings,test-hash,test-size,#gen,#matches,match_percentage
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,50000000,2120,28.52%,37258172
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,75000000,2322,31.24%,53865238
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,100000000,2462,33.12%,69867832
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,250000000,2968,39.93%,158728192
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,500000000,3327,44.76%,292622668
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,1000000,6079,12.20%,982251
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,2500000,10668,21.40%,2405499
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,5000000,15075,30.24%,4704338
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,7500000,17783,35.68%,6940913
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,10000000,19803,39.73%,9136110
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,25000000,26110,52.38%,21782720
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,50000000,30655,61.50%,41821018
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,75000000,32966,66.14%,61129744
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,100000000,34447,69.11%,79949372
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,250000000,37728,75.69%,187111998
passgpt,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,500000000,39114,78.47%,354252862
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,1000000,4971,2.40%,999298
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,2500000,11056,5.34%,2487914
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,5000000,19007,9.18%,4955605
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,7500000,25342,12.24%,7406974
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,10000000,30354,14.66%,9842521
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,25000000,48549,23.45%,24253072
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,50000000,61677,29.79%,47762088
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,75000000,68312,32.99%,70878461
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,100000000,72591,35.06%,93721190
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,250000000,84338,40.73%,227249287
passgpt,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,500000000,91669,44.28%,442242672
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,1000000,2022,0.20%,1000354
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,2500000,5221,0.52%,2493900
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,5000000,10371,1.04%,4974957
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,7500000,15296,1.53%,7443482
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,10000000,19977,2.00%,9898034
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,25000000,46410,4.65%,24400124
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,50000000,82302,8.24%,47802448
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,75000000,111241,11.14%,70426651
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,100000000,134640,13.49%,92434766
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,250000000,219812,22.02%,215953776
passgpt,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,500000000,285546,28.60%,403951523
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,1000000,152170,44.68%,1001447
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,2500000,196107,57.58%,2500528
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,5000000,223700,65.68%,5000971
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,7500000,237062,69.60%,7501346
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,10000000,245254,72.01%,9999651
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,25000000,265733,78.02%,24999892
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,50000000,279830,82.16%,49997160
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,75000000,287289,84.35%,74993890
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,100000000,291956,85.72%,99990526
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,250000000,303432,89.09%,249971159
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,500000000,310271,91.10%,499938798
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,1000000,35445,49.51%,1001469
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,2500000,42000,58.66%,2500603
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,5000000,46436,64.86%,5001200
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,7500000,48721,68.05%,7501796
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,10000000,50154,70.05%,10000341
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,25000000,53707,75.01%,25001846
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,50000000,55933,78.12%,50001553
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,75000000,57084,79.73%,75001165
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,100000000,57937,80.92%,100000767
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,250000000,60183,84.06%,249997817
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,500000000,61687,86.16%,499990736
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,1000000,59857,28.91%,1001455
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,2500000,71926,34.74%,2500546
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,5000000,79441,38.37%,5001060
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,7500000,83445,40.30%,7501562
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,10000000,86180,41.62%,10000033
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,25000000,94141,45.47%,25000915
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,50000000,99879,48.24%,49999454
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,75000000,103230,49.86%,74997989
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,100000000,105065,50.75%,92770794
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,250000000,109237,52.76%,157216450
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,500000000,116529,56.28%,407201273
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,1000000,1607,21.62%,1001472
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,2500000,2058,27.69%,2500605
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,5000000,2409,32.41%,5001213
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,7500000,2616,35.19%,7501815
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,10000000,2764,37.19%,10000373
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,25000000,3226,43.40%,25001950
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,50000000,3643,49.01%,50001845
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,75000000,3892,52.36%,75001731
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,100000000,4053,54.53%,100001613
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,250000000,4558,61.32%,250000666
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,500000000,4902,65.95%,499998074
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,1000000,17330,1.74%,1001472
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,2500000,38056,3.81%,2500607
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,5000000,63122,6.32%,5001213
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,7500000,80849,8.10%,7501815
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,10000000,94649,9.48%,10000373
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,25000000,143912,14.41%,25001919
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,50000000,188900,18.92%,50001738
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,75000000,217406,21.78%,75001457
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,100000000,238311,23.87%,100001104
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,250000000,307686,30.82%,249998694
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,500000000,362900,36.35%,499992726
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,1000000,59857,28.91%,1001455
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,2500000,71926,34.74%,2500546
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,5000000,79441,38.37%,5001060
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,7500000,83445,40.30%,7501562
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,10000000,86180,41.62%,10000033
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,25000000,94141,45.47%,25000915
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,50000000,99879,48.24%,49999454
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,75000000,103230,49.86%,74997989
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,100000000,105065,50.75%,92770794
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,250000000,109237,52.76%,157216450
fla,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,500000000,116529,56.28%,407201273
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,1000000,152170,44.68%,1001447
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,2500000,196107,57.58%,2500528
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,5000000,223700,65.68%,5000971
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,7500000,237062,69.60%,7501346
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,10000000,245254,72.01%,9999651
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,25000000,265733,78.02%,24999892
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,50000000,279830,82.16%,49997160
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,75000000,287289,84.35%,74993890
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,100000000,291956,85.72%,99990526
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,250000000,303432,89.09%,249971159
fla,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,500000000,310271,91.10%,499938798
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,1000000,35445,49.51%,1001469
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,2500000,42000,58.66%,2500603
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,5000000,46436,64.86%,5001200
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,7500000,48721,68.05%,7501796
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,10000000,50154,70.05%,10000341
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,25000000,53707,75.01%,25001846
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,50000000,55933,78.12%,50001553
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,75000000,57084,79.73%,75001165
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,100000000,57937,80.92%,100000767
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,250000000,60183,84.06%,249997817
fla,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,500000000,61687,86.16%,499990736
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,1000000,1607,21.62%,1001472
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,2500000,2058,27.69%,2500605
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,5000000,2409,32.41%,5001213
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,7500000,2616,35.19%,7501815
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,10000000,2764,37.19%,10000373
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,25000000,3226,43.40%,25001950
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,50000000,3643,49.01%,50001845
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,75000000,3892,52.36%,75001731
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,100000000,4053,54.53%,100001613
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,250000000,4558,61.32%,250000666
fla,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,500000000,4902,65.95%,499998074
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,1000000,17330,1.74%,1001472
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,2500000,38056,3.81%,2500607
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,5000000,63122,6.32%,5001213
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,7500000,80849,8.10%,7501815
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,10000000,94649,9.48%,10000373
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,25000000,143912,14.41%,25001919
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,50000000,188900,18.92%,50001738
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,75000000,217406,21.78%,75001457
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,100000000,238311,23.87%,100001104
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,250000000,307686,30.82%,249998694
fla,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,500000000,362900,36.35%,499992726
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,1000000,25524,20.97%,1001463
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,2500000,31101,25.55%,2500586
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,5000000,36065,29.63%,5001178
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,7500000,39227,32.22%,7501768
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,10000000,41634,34.20%,10000309
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,25000000,49453,40.63%,25001755
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,50000000,54888,45.09%,50001439
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,75000000,58072,47.71%,75001128
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,100000000,60304,49.54%,100000807
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,250000000,67033,55.07%,249998811
fla,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,500000000,72021,59.16%,499994533
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,1000000,32981,66.17%,1001472
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,2500000,36708,73.65%,2500608
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,5000000,38419,77.08%,5001216
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,7500000,39190,78.63%,7501823
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,10000000,39707,79.66%,10000383
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,25000000,41002,82.26%,25001975
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,50000000,41919,84.10%,50001893
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,75000000,42388,85.04%,75001813
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,100000000,42733,85.73%,100001723
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,250000000,43644,87.56%,250001144
fla,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,500000000,44281,88.84%,499999340
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,1000000,6213,65.66%,1001472
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,2500000,6677,70.57%,2500608
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,5000000,6962,73.58%,5001216
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,7500000,7124,75.29%,7501824
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,10000000,7238,76.50%,10000384
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,25000000,7546,79.75%,25001984
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,50000000,7758,81.99%,50001920
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,75000000,7860,83.07%,75001855
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,100000000,7935,83.86%,100001791
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,250000000,8126,85.88%,250001402
fla,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,500000000,8276,87.47%,499999988
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,1000000,112,3.01%,928472
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,2500000,185,4.98%,2214360
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,5000000,250,6.73%,4225955
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,7500000,275,7.40%,6141196
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,10000000,298,8.02%,7989510
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,25000000,405,10.90%,18219020
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,50000000,495,13.32%,33524590
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,75000000,540,14.53%,47614403
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,100000000,580,15.60%,60903288
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,250000000,708,19.05%,131327860
passgan,ashleymadison,all-12-5-100-80,47fe06a55d7eb402e9f65ebc234e7d6a,3717,500000000,805,21.66%,230935865
passgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,1000000,4274,17.15%,934057
passgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,2500000,6283,25.21%,2248831
passgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,5000000,7818,31.37%,4334517
passgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,7500000,8678,34.82%,6338397
passgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,10000000,9251,37.12%,8283377
passgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,25000000,10833,43.47%,19214652
passgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,50000000,11773,47.24%,35884608
passgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,75000000,12281,49.28%,51444640
passgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,100000000,12573,50.45%,66267515
passgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,250000000,13503,54.18%,146452046
passgan,mailru,all-12-5-100-80,7888a4fc2d5b90912ba4995c3daa0499,24922,500000000,14098,56.57%,262986253
passgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,1000000,495,10.46%,889406
passgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,2500000,709,14.99%,2106136
passgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,5000000,887,18.75%,4001482
passgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,7500000,996,21.05%,5799147
passgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,10000000,1071,22.64%,7526528
passgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,25000000,1305,27.58%,17020291
passgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,50000000,1482,31.33%,31071390
passgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,75000000,1591,33.63%,43902547
passgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,100000000,1671,35.32%,55947884
passgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,250000000,1883,39.80%,119142209
passgan,libero,all-12-5-100-80,822569f49d444ad9d728df9f4d42dead,4731,500000000,2055,43.44%,207504594
passgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,1000000,2142,3.52%,977035
passgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,2500000,3965,6.51%,2381756
passgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,5000000,5860,9.63%,4632909
passgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,7500000,7120,11.70%,6802636
passgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,10000000,8119,13.34%,8910334
passgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,25000000,11593,19.05%,20749570
passgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,50000000,14366,23.60%,38701957
passgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,75000000,16044,26.36%,55350236
passgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,100000000,17164,28.20%,71123242
passgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,250000000,20561,33.78%,155187213
passgan,taobao,all-12-5-100-80,57de0edcecda8c613376dad80aba177d,60865,500000000,22747,37.37%,274501696
passgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,1000000,428,0.41%,988380
passgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,2500000,869,0.84%,2441122
passgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,5000000,1306,1.26%,4820641
passgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,7500000,1659,1.60%,7162736
passgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,10000000,1954,1.89%,9472943
passgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,25000000,3030,2.93%,22930802
passgan,000webhost,all-12-5-100-80,970f5150d870bafc006c4658a3e96f4b,103521,50000000,3994,3.86%,44378511
