model,train-dataset,test-settings,test-hash,test-size,#gen,#matches,match_percentage
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,10000000,2139,2.99%,9967488
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,25000000,4315,6.03%,24827549
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,50000000,6848,9.56%,49407828
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,75000000,8621,12.04%,73811832
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,100000000,9943,13.89%,98073795
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,250000000,14726,20.57%,241522811
vgpt2,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,500000000,18671,26.08%,475405158
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,1000000,1,0.01%,991260
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,2500000,2,0.03%,2450957
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,5000000,4,0.05%,4841684
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,7500000,4,0.05%,7191160
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,10000000,4,0.05%,9507741
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,25000000,6,0.08%,22928141
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,50000000,7,0.09%,44131872
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,75000000,7,0.09%,64398855
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,100000000,10,0.13%,83996929
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,250000000,12,0.16%,192893060
vgpt2,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,500000000,18,0.24%,356058950
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,1000000,123,0.06%,1001388
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,2500000,274,0.13%,2500284
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,5000000,470,0.23%,5000229
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,7500000,672,0.32%,7499994
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,10000000,841,0.41%,9997492
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,25000000,1819,0.88%,24987803
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,50000000,3169,1.53%,49953505
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,75000000,4304,2.08%,74901340
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,100000000,5286,2.55%,99834035
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,250000000,9623,4.65%,249145970
vgpt2,000webhost,all-12-10-100-80,210e23fa7e08d9800d0e30eb9e55bca3,207042,500000000,13859,6.69%,497141642
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,1000000,1937,0.57%,1001031
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,2500000,4731,1.39%,2498022
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,5000000,9084,2.67%,4991394
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,7500000,12955,3.80%,7480253
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,10000000,16557,4.86%,9962984
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,25000000,34412,10.10%,24791824
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,50000000,54071,15.88%,49263544
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,75000000,67319,19.77%,73502810
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,100000000,77298,22.70%,97556318
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,250000000,108685,31.91%,239196096
vgpt2,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,500000000,132195,38.81%,468890150
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,1000000,1,0.01%,998560
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,2500000,1,0.01%,2484802
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,5000000,1,0.01%,4945678
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,7500000,1,0.01%,7387842
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,10000000,1,0.01%,9812005
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,25000000,1,0.01%,24129663
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,50000000,1,0.01%,47350122
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,75000000,1,0.01%,70019336
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,100000000,1,0.01%,92271073
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,250000000,6,0.06%,219985998
vgpt2,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,500000000,16,0.17%,419637311
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,1000000,1025,2.06%,1000338
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,2500000,2323,4.66%,2494940
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,5000000,3977,7.98%,4982260
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,7500000,5319,10.67%,7463792
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,10000000,6406,12.85%,9938142
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,25000000,10614,21.29%,24719289
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,50000000,14065,28.22%,49155504
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,75000000,15981,32.06%,73422413
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,100000000,17323,34.75%,97561599
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,250000000,21145,42.42%,240617991
vgpt2,mailru,all-12-10-100-80,410df73ba44f9b4f766a9f06e8eadefa,49844,500000000,23647,47.44%,474879593
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,1000000,350,0.29%,1001151
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,2500000,910,0.75%,2498947
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,5000000,1803,1.48%,4994957
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,7500000,2555,2.10%,7488366
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,10000000,3319,2.73%,9976932
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,25000000,6895,5.66%,24870478
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,50000000,10944,8.99%,49531334
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,75000000,13756,11.30%,74032650
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,100000000,15946,13.10%,98399583
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,250000000,23664,19.44%,242627906
vgpt2,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,500000000,29596,24.31%,478306086
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,1000000,274,0.03%,1001173
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,2500000,728,0.07%,2499372
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,5000000,1428,0.14%,4997242
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,7500000,2095,0.21%,7493639
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,10000000,2743,0.27%,9986833
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,25000000,6609,0.66%,24929904
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,50000000,12369,1.24%,49743655
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,75000000,17350,1.74%,74462027
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,100000000,21914,2.19%,99098849
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,250000000,42806,4.29%,245590272
vgpt2,linkedin,all-12-10-100-80,4ba93007e0191938ef0aad412ab0d7c8,998372,500000000,65440,6.55%,486208494
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,1000000,2711,28.65%,919848
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,2500000,3502,37.01%,2200768
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,5000000,3994,42.21%,4255083
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,7500000,4293,45.37%,6259032
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,10000000,4468,47.22%,8225612
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,25000000,5076,53.65%,19595983
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,50000000,5487,57.99%,37648354
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,75000000,5722,60.47%,55050085
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,100000000,5858,61.91%,72017726
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,250000000,6378,67.41%,168556796
passgpt,libero,all-12-10-100-80,3ec7c8727828011b84bec6bfbcb22f47,9462,500000000,6707,70.88%,318856318
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,1000000,7519,10.50%,989328
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,2500000,14339,20.03%,2436421
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,5000000,21291,29.74%,4787788
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,7500000,25396,35.47%,7084060
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,10000000,28267,39.48%,9335959
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,25000000,35967,50.24%,22314169
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,50000000,40633,56.75%,42784965
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,75000000,43006,60.07%,62441349
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,100000000,44641,62.35%,81552437
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,250000000,49157,68.66%,189736315
passgpt,gmail,all-12-10-100-80,57fddb4c45da3a9fcfc75ff9510f2ba8,71596,500000000,52018,72.65%,356797294
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,1000000,5456,1.60%,998708
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,2500000,13143,3.86%,2484424
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,5000000,25104,7.37%,4938827
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,7500000,35778,10.50%,7366477
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,10000000,45560,13.38%,9766347
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,25000000,90318,26.52%,23718556
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,50000000,135147,39.68%,45676443
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,75000000,162269,47.64%,66517918
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,100000000,181114,53.18%,86561131
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,250000000,233025,68.42%,196976183
passgpt,rockyou,all-12-10-100-80,bf62eff2c9364af2883171f1c90f41b8,340590,500000000,262916,77.19%,361507890
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,1000000,2133,1.75%,998832
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,2500000,4718,3.88%,2485557
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,5000000,8369,6.88%,4944719
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,7500000,11284,9.27%,7381438
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,10000000,13658,11.22%,9795962
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,25000000,22864,18.78%,23961170
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,50000000,30833,25.33%,46666647
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,75000000,35452,29.12%,68603999
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,100000000,38660,31.76%,89987602
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,250000000,48481,39.83%,211241149
passgpt,taobao,all-12-10-100-80,6cab0171743c1a9acab96d4c5bfaf3d9,121730,500000000,55424,45.53%,399077768
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,1000000,438,5.89%,945489
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,2500000,729,9.81%,2278420
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,5000000,1001,13.47%,4396457
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,7500000,1187,15.97%,6437692
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,10000000,1330,17.89%,8427081
passgpt,ashleymadison,all-12-10-100-80,e272b1f096174f662594e7c85546cf1e,7433,25000000,1759,23.66%,19728224
